,airport,date,precip,snow,snowdepth,windgust,cloudcover,icon
0,ATL,2018-01-01,0.0,0.0,0.0,40.7,74.3,partly-cloudy-day
1,ATL,2018-01-02,0.0,0.0,0.0,,29.6,partly-cloudy-day
2,ATL,2018-01-03,0.0,0.0,0.0,29.5,67.1,partly-cloudy-day
3,ATL,2018-01-04,0.0,0.0,0.0,51.8,6.9,wind
4,ATL,2018-01-05,0.0,0.0,0.0,37.1,28.0,partly-cloudy-day
5,ATL,2018-01-06,0.0,0.0,0.0,33.5,31.6,partly-cloudy-day
6,ATL,2018-01-07,0.0,0.0,0.0,27.7,63.8,partly-cloudy-day
7,ATL,2018-01-08,6.7,0.0,0.0,,97.1,rain
8,ATL,2018-01-09,0.0,0.0,0.0,,69.2,partly-cloudy-day
9,ATL,2018-01-10,0.0,0.0,0.0,35.3,94.1,cloudy
10,ATL,2018-01-11,1.66,0.0,0.0,,93.0,rain
11,ATL,2018-01-12,11.84,0.0,0.0,55.6,89.3,rain
12,ATL,2018-01-13,0.0,0.0,0.0,62.3,59.6,wind
13,ATL,2018-01-14,0.0,0.0,0.0,46.4,32.3,wind
14,ATL,2018-01-15,0.0,0.0,0.0,,31.8,partly-cloudy-day
15,ATL,2018-01-16,0.3,3.13,3.12,35.3,69.4,snow
16,ATL,2018-01-17,3.67,1.74,5.0,55.6,40.0,snow
17,ATL,2018-01-18,0.0,0.0,5.0,27.7,0.0,clear-day
18,ATL,2018-01-19,0.0,0.0,3.7,,16.1,clear-day
19,ATL,2018-01-20,0.0,0.0,1.04,31.7,33.3,partly-cloudy-day
20,ATL,2018-01-21,0.0,0.0,0.0,,30.0,partly-cloudy-day
21,ATL,2018-01-22,20.73,0.0,0.0,51.8,99.6,rain
22,ATL,2018-01-23,0.0,0.0,0.0,49.6,65.7,wind
23,ATL,2018-01-24,0.0,0.0,0.0,46.4,39.9,partly-cloudy-day
24,ATL,2018-01-25,0.0,0.0,0.0,,28.4,partly-cloudy-day
25,ATL,2018-01-26,0.0,0.0,0.0,31.7,84.4,cloudy
26,ATL,2018-01-27,1.53,0.0,0.0,,98.8,rain
27,ATL,2018-01-28,31.95,0.0,0.0,,95.3,rain
28,ATL,2018-01-29,0.6,0.0,0.0,55.2,53.1,rain
29,ATL,2018-01-30,0.0,0.0,0.0,51.7,41.5,wind
30,ATL,2018-01-31,0.0,0.0,0.0,31.7,42.3,partly-cloudy-day
31,ATL,2018-02-01,0.0,0.0,0.0,44.5,82.6,cloudy
32,ATL,2018-02-02,2.3,0.0,0.0,54.6,69.6,rain
33,ATL,2018-02-03,0.0,0.0,0.0,27.7,92.3,cloudy
34,ATL,2018-02-04,36.19,0.0,0.0,31.7,99.5,rain
35,ATL,2018-02-05,0.0,0.0,0.0,35.3,20.3,clear-day
36,ATL,2018-02-06,0.0,0.0,0.0,,75.9,cloudy
37,ATL,2018-02-07,41.19,0.0,0.0,50.0,97.7,rain
38,ATL,2018-02-08,0.0,0.0,0.0,31.7,52.4,wind
39,ATL,2018-02-09,4.03,0.0,0.0,33.5,74.7,rain
40,ATL,2018-02-10,15.83,0.0,0.0,35.3,79.1,rain
41,ATL,2018-02-11,19.23,0.0,0.0,38.9,100.0,rain
42,ATL,2018-02-12,1.39,0.0,0.0,,99.8,rain
43,ATL,2018-02-13,0.3,0.0,0.0,35.3,98.7,rain
44,ATL,2018-02-14,0.0,0.0,0.0,,99.6,cloudy
45,ATL,2018-02-15,0.56,0.0,0.0,31.7,95.4,rain
46,ATL,2018-02-16,0.5,0.0,0.0,48.0,86.8,rain
47,ATL,2018-02-17,0.5,0.0,0.0,49.2,92.5,rain
48,ATL,2018-02-18,0.82,0.0,0.0,25.9,80.1,rain
49,ATL,2018-02-19,0.3,0.0,0.0,33.5,89.9,rain
50,ATL,2018-02-20,0.0,0.0,0.0,,83.7,cloudy
51,ATL,2018-02-21,1.3,0.0,0.0,,79.9,rain
52,ATL,2018-02-22,0.0,0.0,0.0,,54.8,partly-cloudy-day
53,ATL,2018-02-23,0.0,0.0,0.0,,44.2,partly-cloudy-day
54,ATL,2018-02-24,0.0,0.0,0.0,46.4,77.4,wind
55,ATL,2018-02-25,7.76,0.0,0.0,48.9,86.3,rain
56,ATL,2018-02-26,13.09,0.0,0.0,37.1,81.6,rain
57,ATL,2018-02-27,0.0,0.0,0.0,33.5,28.9,partly-cloudy-day
58,ATL,2018-02-28,7.52,0.0,0.0,,99.4,rain
59,ATL,2018-03-01,4.55,0.0,0.0,53.3,93.0,rain
60,ATL,2018-03-02,0.0,0.0,0.0,51.0,16.5,wind
61,ATL,2018-03-03,0.0,0.0,0.0,42.5,1.1,wind
62,ATL,2018-03-04,0.0,0.0,0.0,,21.1,clear-day
63,ATL,2018-03-05,0.0,0.0,0.0,,82.2,cloudy
64,ATL,2018-03-06,16.0,0.0,0.0,,81.6,rain
65,ATL,2018-03-07,0.0,0.0,0.0,57.4,27.2,wind
66,ATL,2018-03-08,0.0,0.0,0.0,48.7,33.3,wind
67,ATL,2018-03-09,0.0,0.0,0.0,31.7,42.9,partly-cloudy-day
68,ATL,2018-03-10,0.0,0.0,0.0,,79.1,cloudy
69,ATL,2018-03-11,24.74,0.0,0.0,,100.0,rain
70,ATL,2018-03-12,3.36,0.0,0.0,72.1,71.5,rain
71,ATL,2018-03-13,0.0,0.0,0.0,46.5,32.0,wind
72,ATL,2018-03-14,0.0,0.0,0.0,47.6,2.3,wind
73,ATL,2018-03-15,0.0,0.0,0.0,44.3,9.2,clear-day
74,ATL,2018-03-16,0.0,0.0,0.0,38.9,61.5,partly-cloudy-day
75,ATL,2018-03-17,0.33,0.0,0.0,38.9,91.4,rain
76,ATL,2018-03-18,0.0,0.0,0.0,29.5,80.5,cloudy
77,ATL,2018-03-19,3.61,0.0,0.0,42.5,100.0,rain
78,ATL,2018-03-20,24.55,0.0,0.0,53.6,79.1,rain
79,ATL,2018-03-21,0.0,0.0,0.0,67.3,71.0,wind
80,ATL,2018-03-22,0.0,0.0,0.0,51.7,3.4,wind
81,ATL,2018-03-23,0.0,0.0,0.0,35.3,60.5,partly-cloudy-day
82,ATL,2018-03-24,0.0,0.0,0.0,40.7,94.1,cloudy
83,ATL,2018-03-25,9.82,0.0,0.0,37.1,100.0,rain
84,ATL,2018-03-26,0.0,0.0,0.0,41.6,100.0,wind
85,ATL,2018-03-27,0.0,0.0,0.0,33.5,96.8,cloudy
86,ATL,2018-03-28,0.0,0.0,0.0,42.5,79.7,cloudy
87,ATL,2018-03-29,22.72,0.0,0.0,57.6,91.2,rain
88,ATL,2018-03-30,0.93,0.0,0.0,42.4,87.3,rain
89,ATL,2018-03-31,0.0,0.0,0.0,31.7,35.5,partly-cloudy-day
90,ATL,2018-04-01,0.0,0.0,0.0,27.7,59.5,partly-cloudy-day
91,ATL,2018-04-02,0.0,0.0,0.0,31.7,64.5,partly-cloudy-day
92,ATL,2018-04-03,0.0,0.0,0.0,38.9,64.5,partly-cloudy-day
93,ATL,2018-04-04,5.79,0.0,0.0,57.2,64.8,rain
94,ATL,2018-04-05,0.0,0.0,0.0,37.4,40.6,partly-cloudy-day
95,ATL,2018-04-06,0.59,0.0,0.0,37.1,80.5,rain
96,ATL,2018-04-07,1.3,0.0,0.0,44.6,99.1,rain
97,ATL,2018-04-08,0.0,0.0,0.0,48.5,93.0,wind
98,ATL,2018-04-09,2.63,0.0,0.0,,95.8,rain
99,ATL,2018-04-10,0.0,0.0,0.0,29.5,63.5,partly-cloudy-day
100,ATL,2018-04-11,0.0,0.0,0.0,33.5,52.1,partly-cloudy-day
101,ATL,2018-04-12,0.0,0.0,0.0,40.7,59.2,partly-cloudy-day
102,ATL,2018-04-13,0.0,0.0,0.0,42.3,60.6,partly-cloudy-day
103,ATL,2018-04-14,0.0,0.0,0.0,40.7,84.2,cloudy
104,ATL,2018-04-15,27.65,0.0,0.0,46.9,98.3,rain
105,ATL,2018-04-16,0.0,0.0,0.0,52.0,64.3,wind
106,ATL,2018-04-17,0.0,0.0,0.0,46.3,4.6,clear-day
107,ATL,2018-04-18,0.0,0.0,0.0,54.4,28.4,partly-cloudy-day
108,ATL,2018-04-19,0.0,0.0,0.0,50.0,29.6,wind
109,ATL,2018-04-20,0.0,0.0,0.0,42.3,23.6,clear-day
110,ATL,2018-04-21,0.0,0.0,0.0,37.1,62.1,partly-cloudy-day
111,ATL,2018-04-22,7.93,0.0,0.0,60.1,98.9,rain
112,ATL,2018-04-23,88.06,0.0,0.0,57.6,98.2,rain
113,ATL,2018-04-24,36.57,0.0,0.0,40.7,88.8,rain
114,ATL,2018-04-25,0.0,0.0,0.0,38.9,65.1,partly-cloudy-day
115,ATL,2018-04-26,7.09,0.0,0.0,33.5,72.2,rain
116,ATL,2018-04-27,2.79,0.0,0.0,42.5,47.3,rain
117,ATL,2018-04-28,0.0,0.0,0.0,38.8,18.4,clear-day
118,ATL,2018-04-29,0.0,0.0,0.0,31.7,11.5,clear-day
119,ATL,2018-04-30,0.0,0.0,0.0,,4.6,clear-day
120,ATL,2018-05-01,0.0,0.0,0.0,,21.2,clear-day
121,ATL,2018-05-02,0.0,0.0,0.0,,39.7,partly-cloudy-day
122,ATL,2018-05-03,0.0,0.0,0.0,,64.3,partly-cloudy-day
123,ATL,2018-05-04,0.0,0.0,0.0,,59.6,partly-cloudy-day
124,ATL,2018-05-05,0.0,0.0,0.0,,83.3,cloudy
125,ATL,2018-05-06,0.0,0.0,0.0,57.3,45.9,wind
126,ATL,2018-05-07,0.0,0.0,0.0,37.1,35.9,partly-cloudy-day
127,ATL,2018-05-08,0.63,0.0,0.0,47.9,49.1,rain
128,ATL,2018-05-09,0.0,0.0,0.0,,43.1,partly-cloudy-day
129,ATL,2018-05-10,1.81,0.0,0.0,54.5,51.8,rain
130,ATL,2018-05-11,0.0,0.0,0.0,27.7,29.6,partly-cloudy-day
131,ATL,2018-05-12,0.0,0.0,0.0,,28.0,partly-cloudy-day
132,ATL,2018-05-13,0.0,0.0,0.0,29.5,25.0,clear-day
133,ATL,2018-05-14,0.0,0.0,0.0,27.7,74.9,partly-cloudy-day
134,ATL,2018-05-15,5.36,0.0,0.0,27.7,92.9,rain
135,ATL,2018-05-16,29.41,0.0,0.0,,95.5,rain
136,ATL,2018-05-17,3.27,0.0,0.0,35.3,90.4,rain
137,ATL,2018-05-18,0.03,0.0,0.0,31.7,74.2,rain
138,ATL,2018-05-19,0.0,0.0,0.0,27.7,82.1,cloudy
139,ATL,2018-05-20,28.13,0.0,0.0,76.0,85.3,rain
140,ATL,2018-05-21,4.58,0.0,0.0,46.4,85.1,rain
141,ATL,2018-05-22,4.69,0.0,0.0,35.3,87.5,rain
142,ATL,2018-05-23,15.37,0.0,0.0,29.5,93.5,rain
143,ATL,2018-05-24,2.01,0.0,0.0,51.7,88.8,rain
144,ATL,2018-05-25,0.0,0.0,0.0,,91.4,cloudy
145,ATL,2018-05-26,0.3,0.0,0.0,,86.8,rain
146,ATL,2018-05-27,0.0,0.0,0.0,,84.8,cloudy
147,ATL,2018-05-28,13.85,0.0,0.0,35.3,93.1,rain
148,ATL,2018-05-29,15.03,0.0,0.0,79.6,91.9,rain
149,ATL,2018-05-30,1.37,0.0,0.0,35.3,81.1,rain
150,ATL,2018-05-31,0.0,0.0,0.0,,69.5,partly-cloudy-day
151,ATL,2018-06-01,13.66,0.0,0.0,72.0,73.6,rain
152,ATL,2018-06-02,0.8,0.0,0.0,38.9,70.4,rain
153,ATL,2018-06-03,0.3,0.0,0.0,31.7,55.4,rain
154,ATL,2018-06-04,0.0,0.0,0.0,42.4,31.7,partly-cloudy-day
155,ATL,2018-06-05,0.0,0.0,0.0,,80.2,cloudy
156,ATL,2018-06-06,0.0,0.0,0.0,31.7,45.0,partly-cloudy-day
157,ATL,2018-06-07,0.0,0.0,0.0,,35.2,partly-cloudy-day
158,ATL,2018-06-08,0.31,0.0,0.0,57.2,76.0,rain
159,ATL,2018-06-09,0.01,0.0,0.0,,58.2,rain
160,ATL,2018-06-10,0.06,0.0,0.0,33.5,77.4,rain
161,ATL,2018-06-11,1.21,0.0,0.0,29.5,76.6,rain
162,ATL,2018-06-12,0.0,0.0,0.0,,64.6,partly-cloudy-day
163,ATL,2018-06-13,28.48,0.0,0.0,29.5,86.5,rain
164,ATL,2018-06-14,0.31,0.0,0.0,,76.3,rain
165,ATL,2018-06-15,9.66,0.0,0.0,,61.7,rain
166,ATL,2018-06-16,0.0,0.0,0.0,27.7,68.7,partly-cloudy-day
167,ATL,2018-06-17,0.05,0.0,0.0,,84.6,rain
168,ATL,2018-06-18,0.0,0.0,0.0,,48.8,partly-cloudy-day
169,ATL,2018-06-19,0.0,0.0,0.0,29.5,32.5,partly-cloudy-day
170,ATL,2018-06-20,0.0,0.0,0.0,37.1,48.8,partly-cloudy-day
171,ATL,2018-06-21,0.42,0.0,0.0,37.1,87.3,rain
172,ATL,2018-06-22,7.17,0.0,0.0,66.6,64.7,rain
173,ATL,2018-06-23,4.62,0.0,0.0,33.5,77.8,rain
174,ATL,2018-06-24,0.06,0.0,0.0,29.5,48.4,rain
175,ATL,2018-06-25,18.14,0.0,0.0,72.4,55.7,rain
176,ATL,2018-06-26,0.02,0.0,0.0,,56.7,rain
177,ATL,2018-06-27,3.48,0.0,0.0,59.2,70.9,rain
178,ATL,2018-06-28,5.31,0.0,0.0,79.4,88.4,rain
179,ATL,2018-06-29,0.07,0.0,0.0,,85.9,rain
180,ATL,2018-06-30,0.0,0.0,0.0,38.9,51.9,partly-cloudy-day
181,ATL,2018-07-01,1.61,0.0,0.0,29.5,76.5,rain
182,ATL,2018-07-02,0.31,0.0,0.0,28.2,78.9,rain
183,ATL,2018-07-03,0.0,0.0,0.0,31.7,67.8,partly-cloudy-day
184,ATL,2018-07-04,4.43,0.0,0.0,49.3,67.2,rain
185,ATL,2018-07-05,0.03,0.0,0.0,,67.4,rain
186,ATL,2018-07-06,2.96,0.0,0.0,60.3,73.0,rain
187,ATL,2018-07-07,0.12,0.0,0.0,42.5,76.2,rain
188,ATL,2018-07-08,0.0,0.0,0.0,35.3,65.5,partly-cloudy-day
189,ATL,2018-07-09,0.0,0.0,0.0,31.7,34.0,partly-cloudy-day
190,ATL,2018-07-10,0.0,0.0,0.0,27.7,27.6,partly-cloudy-day
191,ATL,2018-07-11,0.0,0.0,0.0,,50.7,partly-cloudy-day
192,ATL,2018-07-12,0.0,0.0,0.0,,81.8,cloudy
193,ATL,2018-07-13,25.77,0.0,0.0,42.5,85.7,rain
194,ATL,2018-07-14,75.87,0.0,0.0,33.5,92.3,rain
195,ATL,2018-07-15,0.44,0.0,0.0,,86.9,rain
196,ATL,2018-07-16,9.6,0.0,0.0,49.2,87.8,rain
197,ATL,2018-07-17,0.79,0.0,0.0,,88.6,rain
198,ATL,2018-07-18,0.0,0.0,0.0,,77.8,cloudy
199,ATL,2018-07-19,1.1,0.0,0.0,37.1,74.2,rain
200,ATL,2018-07-20,0.0,0.0,0.0,,84.6,cloudy
201,ATL,2018-07-21,29.76,0.0,0.0,64.8,68.3,rain
202,ATL,2018-07-22,3.79,0.0,0.0,29.5,45.8,rain
203,ATL,2018-07-23,15.3,0.0,0.0,,67.6,rain
204,ATL,2018-07-24,5.51,0.0,0.0,,80.9,rain
205,ATL,2018-07-25,0.0,0.0,0.0,,38.5,partly-cloudy-day
206,ATL,2018-07-26,0.0,0.0,0.0,,39.5,partly-cloudy-day
207,ATL,2018-07-27,0.0,0.0,0.0,,59.9,partly-cloudy-day
208,ATL,2018-07-28,0.0,0.0,0.0,35.3,67.1,partly-cloudy-day
209,ATL,2018-07-29,0.0,0.0,0.0,,66.3,partly-cloudy-day
210,ATL,2018-07-30,0.02,0.0,0.0,,91.5,rain
211,ATL,2018-07-31,27.44,0.0,0.0,55.4,90.7,rain
212,ATL,2018-08-01,25.45,0.0,0.0,,96.7,rain
213,ATL,2018-08-02,87.78,0.0,0.0,42.5,97.7,rain
214,ATL,2018-08-03,2.56,0.0,0.0,31.7,82.4,rain
215,ATL,2018-08-04,0.0,0.0,0.0,35.3,67.0,partly-cloudy-day
216,ATL,2018-08-05,0.3,0.0,0.0,,50.6,rain
217,ATL,2018-08-06,0.0,0.0,0.0,,50.5,partly-cloudy-day
218,ATL,2018-08-07,0.11,0.0,0.0,56.5,74.8,rain
219,ATL,2018-08-08,10.33,0.0,0.0,79.6,73.8,rain
220,ATL,2018-08-09,28.32,0.0,0.0,62.2,75.6,rain
221,ATL,2018-08-10,0.0,0.0,0.0,,87.5,cloudy
222,ATL,2018-08-11,0.0,0.0,0.0,33.5,77.4,cloudy
223,ATL,2018-08-12,0.0,0.0,0.0,25.9,64.6,partly-cloudy-day
224,ATL,2018-08-13,0.0,0.0,0.0,,47.3,partly-cloudy-day
225,ATL,2018-08-14,0.0,0.0,0.0,,35.4,partly-cloudy-day
226,ATL,2018-08-15,0.0,0.0,0.0,,54.4,partly-cloudy-day
227,ATL,2018-08-16,0.0,0.0,0.0,,66.2,partly-cloudy-day
228,ATL,2018-08-17,1.49,0.0,0.0,,83.5,rain
229,ATL,2018-08-18,25.52,0.0,0.0,31.7,91.1,rain
230,ATL,2018-08-19,0.06,0.0,0.0,,83.9,rain
231,ATL,2018-08-20,0.09,0.0,0.0,,88.4,rain
232,ATL,2018-08-21,0.33,0.0,0.0,,87.9,rain
233,ATL,2018-08-22,0.02,0.0,0.0,29.5,63.9,rain
234,ATL,2018-08-23,0.0,0.0,0.0,,44.8,partly-cloudy-day
235,ATL,2018-08-24,0.0,0.0,0.0,29.5,64.9,partly-cloudy-day
236,ATL,2018-08-25,0.0,0.0,0.0,,40.6,partly-cloudy-day
237,ATL,2018-08-26,0.0,0.0,0.0,,25.1,partly-cloudy-day
238,ATL,2018-08-27,0.0,0.0,0.0,27.7,30.8,partly-cloudy-day
239,ATL,2018-08-28,0.0,0.0,0.0,,43.1,partly-cloudy-day
240,ATL,2018-08-29,0.0,0.0,0.0,38.9,53.4,partly-cloudy-day
241,ATL,2018-08-30,0.0,0.0,0.0,33.5,60.7,partly-cloudy-day
242,ATL,2018-08-31,0.0,0.0,0.0,,79.4,cloudy
243,ATL,2018-09-01,0.0,0.0,0.0,27.7,52.3,partly-cloudy-day
244,ATL,2018-09-02,0.0,0.0,0.0,27.7,58.2,partly-cloudy-day
245,ATL,2018-09-03,0.0,0.0,0.0,31.7,58.6,partly-cloudy-day
246,ATL,2018-09-04,0.0,0.0,0.0,29.5,82.5,cloudy
247,ATL,2018-09-05,0.0,0.0,0.0,,92.4,cloudy
248,ATL,2018-09-06,0.0,0.0,0.0,,89.9,cloudy
249,ATL,2018-09-07,0.0,0.0,0.0,,50.9,partly-cloudy-day
250,ATL,2018-09-08,0.0,0.0,0.0,,66.8,partly-cloudy-day
251,ATL,2018-09-09,18.82,0.0,0.0,34.3,59.4,rain
252,ATL,2018-09-10,0.8,0.0,0.0,,78.4,rain
253,ATL,2018-09-11,4.79,0.0,0.0,31.7,76.3,rain
254,ATL,2018-09-12,2.04,0.0,0.0,,74.6,rain
255,ATL,2018-09-13,1.29,0.0,0.0,,84.9,rain
256,ATL,2018-09-14,0.0,0.0,0.0,31.7,67.5,partly-cloudy-day
257,ATL,2018-09-15,0.01,0.0,0.0,44.7,54.0,rain
258,ATL,2018-09-16,0.01,0.0,0.0,42.5,87.7,rain
259,ATL,2018-09-17,0.0,0.0,0.0,29.5,20.8,clear-day
260,ATL,2018-09-18,0.0,0.0,0.0,27.7,24.2,clear-day
261,ATL,2018-09-19,0.0,0.0,0.0,,21.6,clear-day
262,ATL,2018-09-20,0.0,0.0,0.0,,26.0,partly-cloudy-day
263,ATL,2018-09-21,0.0,0.0,0.0,,27.9,partly-cloudy-day
264,ATL,2018-09-22,0.0,0.0,0.0,,44.3,partly-cloudy-day
265,ATL,2018-09-23,0.0,0.0,0.0,,58.9,partly-cloudy-day
266,ATL,2018-09-24,0.0,0.0,0.0,35.3,86.1,cloudy
267,ATL,2018-09-25,0.02,0.0,0.0,33.5,90.3,rain
268,ATL,2018-09-26,5.89,0.0,0.0,57.2,82.1,rain
269,ATL,2018-09-27,2.1,0.0,0.0,50.0,93.0,rain
270,ATL,2018-09-28,0.06,0.0,0.0,,91.6,rain
271,ATL,2018-09-29,0.0,0.0,0.0,,79.2,cloudy
272,ATL,2018-09-30,0.0,0.0,0.0,,81.0,cloudy
273,ATL,2018-10-01,0.0,0.0,0.0,25.9,71.7,partly-cloudy-day
274,ATL,2018-10-02,0.0,0.0,0.0,,42.3,partly-cloudy-day
275,ATL,2018-10-03,0.0,0.0,0.0,,42.8,partly-cloudy-day
276,ATL,2018-10-04,0.0,0.0,0.0,,16.6,clear-day
277,ATL,2018-10-05,0.0,0.0,0.0,,21.9,clear-day
278,ATL,2018-10-06,0.0,0.0,0.0,,28.7,partly-cloudy-day
279,ATL,2018-10-07,0.0,0.0,0.0,29.5,62.6,partly-cloudy-day
280,ATL,2018-10-08,0.0,0.0,0.0,40.7,86.9,cloudy
281,ATL,2018-10-09,2.5,0.0,0.0,40.7,96.5,rain
282,ATL,2018-10-10,66.5,0.0,0.0,64.7,96.5,rain
283,ATL,2018-10-11,29.54,0.0,0.0,58.3,62.5,rain
284,ATL,2018-10-12,0.0,0.0,0.0,44.6,32.4,wind
285,ATL,2018-10-13,0.0,0.0,0.0,35.3,44.7,partly-cloudy-day
286,ATL,2018-10-14,0.0,0.0,0.0,,71.3,partly-cloudy-day
287,ATL,2018-10-15,0.0,0.0,0.0,,58.5,partly-cloudy-day
288,ATL,2018-10-16,0.0,0.0,0.0,,87.7,cloudy
289,ATL,2018-10-17,0.0,0.0,0.0,,88.3,cloudy
290,ATL,2018-10-18,0.0,0.0,0.0,29.5,75.3,cloudy
291,ATL,2018-10-19,0.0,0.0,0.0,,82.3,cloudy
292,ATL,2018-10-20,4.59,0.0,0.0,44.6,87.2,rain
293,ATL,2018-10-21,0.0,0.0,0.0,50.0,11.7,wind
294,ATL,2018-10-22,0.0,0.0,0.0,27.7,59.0,partly-cloudy-day
295,ATL,2018-10-23,0.0,0.0,0.0,,86.8,cloudy
296,ATL,2018-10-24,0.0,0.0,0.0,31.7,57.0,partly-cloudy-day
297,ATL,2018-10-25,3.41,0.0,0.0,40.7,96.8,rain
298,ATL,2018-10-26,14.36,0.0,0.0,35.3,100.0,rain
299,ATL,2018-10-27,0.0,0.0,0.0,33.5,90.9,cloudy
300,ATL,2018-10-28,0.0,0.0,0.0,35.3,21.7,clear-day
301,ATL,2018-10-29,0.0,0.0,0.0,37.1,13.8,clear-day
302,ATL,2018-10-30,0.0,0.0,0.0,,46.6,partly-cloudy-day
303,ATL,2018-10-31,0.0,0.0,0.0,,83.5,cloudy
304,ATL,2018-11-01,12.04,0.0,0.0,40.6,96.7,rain
305,ATL,2018-11-02,1.0,0.0,0.0,46.4,89.8,rain
306,ATL,2018-11-03,0.0,0.0,0.0,,20.9,clear-day
307,ATL,2018-11-04,2.79,0.0,0.0,,100.0,rain
308,ATL,2018-11-05,3.09,0.0,0.0,,100.0,rain
309,ATL,2018-11-06,8.42,0.0,0.0,42.5,84.8,rain
310,ATL,2018-11-07,21.64,0.0,0.0,33.5,63.4,rain
311,ATL,2018-11-08,3.63,0.0,0.0,,100.0,rain
312,ATL,2018-11-09,18.52,0.0,0.0,58.8,99.5,rain
313,ATL,2018-11-10,0.0,0.0,0.0,47.9,33.5,wind
314,ATL,2018-11-11,0.0,0.0,0.0,,65.0,partly-cloudy-day
315,ATL,2018-11-12,58.68,0.0,0.0,33.5,100.0,rain
316,ATL,2018-11-13,6.35,0.0,0.0,35.3,100.0,rain
317,ATL,2018-11-14,20.74,0.0,0.0,38.9,96.5,rain
318,ATL,2018-11-15,18.19,0.0,0.0,51.2,96.4,rain
319,ATL,2018-11-16,0.0,0.0,0.0,45.1,62.2,partly-cloudy-day
320,ATL,2018-11-17,0.0,0.0,0.0,,47.3,partly-cloudy-day
321,ATL,2018-11-18,0.0,0.0,0.0,,38.1,partly-cloudy-day
322,ATL,2018-11-19,0.0,0.0,0.0,,76.3,cloudy
323,ATL,2018-11-20,0.8,0.0,0.0,37.1,51.6,rain
324,ATL,2018-11-21,0.0,0.0,0.0,27.7,20.9,clear-day
325,ATL,2018-11-22,0.0,0.0,0.0,,63.1,partly-cloudy-day
326,ATL,2018-11-23,0.0,0.0,0.0,42.4,76.7,wind
327,ATL,2018-11-24,9.71,0.0,0.0,37.1,100.0,rain
328,ATL,2018-11-25,4.08,0.0,0.0,,79.7,rain
329,ATL,2018-11-26,0.0,0.0,0.0,51.8,78.2,wind
330,ATL,2018-11-27,0.0,0.0,0.0,55.4,23.8,wind
331,ATL,2018-11-28,0.0,0.0,0.0,37.1,23.9,clear-day
332,ATL,2018-11-29,0.0,0.0,0.0,,72.2,partly-cloudy-day
333,ATL,2018-11-30,0.56,0.0,0.0,33.5,89.4,rain
334,ATL,2018-12-01,35.04,0.0,0.0,31.7,96.3,rain
335,ATL,2018-12-02,0.9,0.0,0.0,,59.7,rain
336,ATL,2018-12-03,0.0,0.0,0.0,47.9,68.5,partly-cloudy-day
337,ATL,2018-12-04,0.0,0.0,0.0,53.6,41.6,partly-cloudy-day
338,ATL,2018-12-05,0.0,0.0,0.0,37.1,15.0,clear-day
339,ATL,2018-12-06,0.0,0.0,0.0,,64.4,partly-cloudy-day
340,ATL,2018-12-07,0.59,0.0,0.0,,97.6,rain
341,ATL,2018-12-08,39.32,0.0,0.0,63.1,100.0,rain
342,ATL,2018-12-09,26.25,0.0,0.0,59.1,100.0,rain
343,ATL,2018-12-10,2.78,0.0,0.0,,99.8,rain
344,ATL,2018-12-11,0.0,0.0,0.0,,32.8,partly-cloudy-day
345,ATL,2018-12-12,0.0,0.0,0.0,,72.9,partly-cloudy-day
346,ATL,2018-12-13,0.0,0.0,0.0,,93.2,cloudy
347,ATL,2018-12-14,27.27,0.0,0.0,33.5,100.0,rain
348,ATL,2018-12-15,1.1,0.0,0.0,31.7,90.8,rain
349,ATL,2018-12-16,0.0,0.0,0.0,40.7,93.2,cloudy
350,ATL,2018-12-17,0.0,0.0,0.0,37.1,49.9,partly-cloudy-day
351,ATL,2018-12-18,0.0,0.0,0.0,31.7,58.5,partly-cloudy-day
352,ATL,2018-12-19,0.0,0.0,0.0,29.5,94.3,cloudy
353,ATL,2018-12-20,26.21,0.0,0.0,,100.0,rain
354,ATL,2018-12-21,11.48,0.0,0.0,56.8,100.0,rain
355,ATL,2018-12-22,0.0,0.0,0.0,33.5,51.7,partly-cloudy-day
356,ATL,2018-12-23,0.3,0.0,0.0,42.3,45.8,rain
357,ATL,2018-12-24,0.0,0.0,0.0,29.5,36.7,partly-cloudy-day
358,ATL,2018-12-25,0.0,0.0,0.0,,45.1,partly-cloudy-day
359,ATL,2018-12-26,0.0,0.0,0.0,,71.0,partly-cloudy-day
360,ATL,2018-12-27,18.87,0.0,0.0,43.9,98.6,rain
361,ATL,2018-12-28,80.49,0.0,0.0,35.3,97.1,rain
362,ATL,2018-12-29,0.0,0.0,0.0,,78.8,cloudy
363,ATL,2018-12-30,9.58,0.0,0.0,,97.7,rain
364,ATL,2018-12-31,3.22,0.0,0.0,46.3,70.4,rain
365,ATL,2019-01-01,3.63,0.0,0.0,,71.7,rain
366,ATL,2019-01-02,11.5,0.0,0.0,,77.0,rain
367,ATL,2019-01-03,5.89,0.0,0.0,,88.5,rain
368,ATL,2019-01-04,36.95,0.0,0.0,54.6,79.6,rain
369,ATL,2019-01-05,0.0,0.0,0.0,53.6,36.4,wind
370,ATL,2019-01-06,0.0,0.0,0.0,,19.5,clear-day
371,ATL,2019-01-07,0.0,0.0,0.0,,56.0,partly-cloudy-day
372,ATL,2019-01-08,0.0,0.0,0.0,29.3,72.2,partly-cloudy-day
